temperature,humidity,pressure,wind_speed,cloud_cover,future_temperature
34.76659355379083,52.292123932998884,996.5781934662617,14.671833741357295,42.96290959984418,33.96637168128577
24.044110072065674,54.339151983362974,1007.7530998123465,11.626376089000425,96.6743190512804,21.15036339671242
37.47513343716424,33.83098273541256,1010.7399197053244,19.604281418111224,97.97738744497416,35.57858128410332
32.31577692989964,51.819771091765425,1001.373541951155,7.681143473716557,12.92510889476195,31.995755647423323
13.013675132404785,84.03859699773558,1008.2549407057464,18.903218335234985,36.771380483246766,13.608231229893498
41.21991525237619,35.55317490005823,993.6004559932409,15.769484975487577,60.03214700466446,40.473971572075804
34.356470463691295,34.891971146978044,1020.6891559554753,11.915790560707375,8.483780958144438,33.34138776932888
35.15405776886252,33.14454930483473,1001.8654690272261,9.795443514699983,38.2655503814137,32.45130667225277
14.099636245617468,63.138436226364746,1026.2826014830066,28.986674311119586,26.117208401659077,13.419149322925142
24.41235001265815,45.46111557813064,1007.7077310847429,6.280939444805444,95.2050220966704,22.531550456813537
21.8655367754426,64.17085455118493,1017.2524820885926,14.085532238778903,41.15858228314705,20.823610729246155
39.65647964315526,46.49845589108908,1007.5202741790796,6.748466508305072,76.26708585475124,39.68197126842717
30.603683842581265,50.51733213285869,1007.7233055096552,24.499345240349143,38.67053635121738,28.732944134703633
36.32837162466656,24.24054308553067,1002.7437360010019,18.207784301594426,13.181207041883546,36.87886103398925
24.189254362474596,58.39949749173545,1009.0721153642965,7.251550848111991,86.31515301608475,24.803778369806285
17.27163909711286,68.6537313361255,1010.8619882497264,15.588164954018598,0.04169169031038589,18.13506684715676
27.746713184506714,71.53525588426878,1000.9416734197633,13.803870048935888,5.594087397445002,26.91479232935062
12.04215219533361,65.88177601340982,1006.874600257261,8.383626666176829,36.43844058970432,9.141867124844769
36.48419750376263,38.97249279875062,1002.509110205486,17.307149520597214,68.68982555187365,36.43448626565809
30.213260771906075,64.83759332509271,1028.6969766265336,14.725137737730872,34.17042952907757,29.193370863073923
34.25880768273196,48.92455559081104,1007.1924230707955,13.509890997201666,6.631281762097496,32.91819638094383
21.344830980155788,68.55649966690551,1021.907089365269,11.706562021303698,31.784003373414883,22.013143999686285
41.062336780636905,36.37628716426752,1006.2393990227308,15.017381448197558,24.498085899016232,39.060204440038895
38.579875882310326,41.698728279908146,1010.3335887738142,13.605713630447216,0.5419799818197957,37.405275567217515
34.90827190636038,50.60388197800573,996.1077233551925,12.413653331175121,53.480191318040184,34.97925901978154
16.228438651262962,64.99287340452658,1003.9763466731893,7.512888588087056,11.664591474418607,15.007557862598055
24.935072119265094,65.86861405833122,1009.8948120371032,23.85636368533745,28.74962887966661,24.23468186500421
11.40172050519132,67.48348113238828,1022.2740344786388,4.647060396560171,64.11898302224145,11.668106064039723
14.93726374616153,75.96791135071808,1009.9978449990864,14.993453532158215,72.51156888229772,14.504848857140395
31.857566503758548,50.23645627584072,1020.453483250737,9.75831480388997,26.345562685602253,32.307721182369946
33.832388989050145,41.01269126034043,1013.7665619918263,24.316830886145098,32.9193671065234,33.80846406922305
40.96031143789472,35.42606621244749,1022.6466120551821,5.675622239433116,24.690923812746522,39.569165386517724
20.426411460420862,60.401382161065335,1007.4686200442545,6.853157167677676,95.6888600316192,16.50433151187209
21.854710593115804,54.73705902508813,1029.5120043958661,5.211273557167223,19.051972698740283,19.445863564215433
25.025785960825853,55.88369242389336,1003.6314341737728,14.264255356654271,18.31806036336763,25.640205689422334
16.063083490697142,62.87661985551585,1001.101843492221,2.388645383019508,44.5035295831532,14.06409478862277
14.157488170735093,77.0540218651801,997.1095243527986,8.650300536695635,18.930635920056915,14.315101218011097
25.22255763922988,49.22660746989777,1028.9792220440227,0.0,15.670845628560814,24.56207664332064
17.26109916962829,75.66722238796739,1015.3750281535611,13.682949478896633,9.587953770108548,18.92179004300521
31.43404782984033,39.96879810330096,1004.9929133995772,8.498495988706162,64.01712481082494,29.552313752165745
23.988861403914584,55.6857916396758,1019.2412042718614,1.5836027924770288,61.208225490189605,22.077375238344715
36.6457022738508,36.866904437194904,1014.18922966606,19.59926582081841,65.01628918779663,34.77983467164569
32.408483264071975,58.60887309809435,1025.6951472423802,2.8463317113054245,77.33000080093963,31.321276521398378
19.995732524225314,68.64850740480603,994.0695045053408,17.578605830197507,32.63580127925758,19.93137183848858
36.63231364464643,40.189274794907526,1005.6117590251718,7.092714232085369,91.84237336119216,36.37497863078923
35.75245943989766,47.14868934070618,1003.8373075445146,23.210999645267982,73.3204611068756,33.445254782825806
22.399308128965583,45.6634644343624,990.2368559123225,17.24685377248302,80.47085885811869,21.65570422874609
19.22649932576781,66.7765072605094,1017.5429448430173,4.943664903881803,72.09621638267112,18.767023625209436
31.839856127199216,64.81232203799924,1005.5664309977698,5.580422134527856,35.84556454325618,31.15946534839965
14.472079475497914,75.07425681174941,1014.656680844879,16.23867643657017,28.303248806263493,15.116668828559419
16.397062479203466,71.76756475850966,1029.2379474089664,10.163353085028833,42.25170695790141,15.561712849317866
10.235592632032176,84.54341772069091,1004.8208067735516,10.81460245085044,9.703036053335845,11.720965417002533
35.18158008006843,51.151550830415545,1004.2096231560856,20.905672032404684,45.12805015659471,34.533118271562
31.27522741094503,33.67118671101083,1009.067977527516,6.7591778864103045,4.314098309523984,30.98287896937224
32.56529211604273,34.321714577409836,1016.8852261768507,12.639056405228182,0.3945960027194495,30.746243788742234
34.98332899270297,45.95650328926987,1002.8995827722086,18.68239455556614,93.14989394746928,32.72474830230813
